,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,676.63081,21.09942253125979,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G102.cal.V4.32/G102.F105W.V4.32.conf,A,./idwbk5lyq_S04/idwbk5lyq_crclean.fits,/Users/kbhirombhakdi/_work/_data/15510/mastDownload/HST/idwbk5luq/idwbk5luq_flt.fits,697.7302325312598
1,267.33432,18.853808546267658,0.0,,,1.0,1.0,286.18812854626765
